Country,Year,Period,Item code,Item name,Value,Undertaking type
AUSTRIA,2016,Q3,R0810,Financial liabilities other than debts owed to credit institutions,34168,Non-Life undertakings
AUSTRIA,2016,Q3,R0810,Financial liabilities other than debts owed to credit institutions,20465,Other undertakings
AUSTRIA,2016,Q3,R0820,Insurance & intermediaries payables,3780,Life undertakings
AUSTRIA,2016,Q3,R0820,Insurance & intermediaries payables,11165,Non-Life undertakings
AUSTRIA,2016,Q3,R0820,Insurance & intermediaries payables,44715,Other undertakings
AUSTRIA,2016,Q3,R0830,Reinsurance payables,647,Life undertakings
AUSTRIA,2016,Q3,R0830,Reinsurance payables,9749,Non-Life undertakings
AUSTRIA,2016,Q3,R0830,Reinsurance payables,57176,Other undertakings
AUSTRIA,2016,Q3,R0840,"Payables (trade, not insurance)",2011,Life undertakings
AUSTRIA,2016,Q3,R0840,"Payables (trade, not insurance)",91852,Non-Life undertakings
AUSTRIA,2016,Q3,R0840,"Payables (trade, not insurance)",96317,Other undertakings
AUSTRIA,2016,Q3,R0850,Subordinated liabilities,3722,Life undertakings
AUSTRIA,2016,Q3,R0850,Subordinated liabilities,247432,Non-Life undertakings
AUSTRIA,2016,Q3,R0850,Subordinated liabilities,102617,Other undertakings
AUSTRIA,2016,Q3,R0880,"Any other liabilities, not elsewhere shown",6154,Life undertakings
AUSTRIA,2016,Q3,R0880,"Any other liabilities, not elsewhere shown",14262,Non-Life undertakings
AUSTRIA,2016,Q3,R0880,"Any other liabilities, not elsewhere shown",41403,Other undertakings
AUSTRIA,2016,Q4,R0510,Technical provisions – non-life,0,Life undertakings
AUSTRIA,2016,Q4,R0510,Technical provisions – non-life,299700,Non-Life undertakings
AUSTRIA,2016,Q4,R0510,Technical provisions – non-life,587372,Other undertakings
AUSTRIA,2016,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),640642,Life undertakings
AUSTRIA,2016,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),77667,Non-Life undertakings
AUSTRIA,2016,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),5496681,Other undertakings
AUSTRIA,2016,Q4,R0690,Technical provisions – index-linked and unit-linked,345963,Life undertakings
AUSTRIA,2016,Q4,R0690,Technical provisions – index-linked and unit-linked,3802,Non-Life undertakings
AUSTRIA,2016,Q4,R0690,Technical provisions – index-linked and unit-linked,1418844,Other undertakings
AUSTRIA,2016,Q4,R0740,Contingent liabilities,0,Life undertakings
AUSTRIA,2016,Q4,R0740,Contingent liabilities,1988,Non-Life undertakings
AUSTRIA,2016,Q4,R0740,Contingent liabilities,463,Other undertakings
AUSTRIA,2016,Q4,R0750,Provisions other than technical provisions,2812,Life undertakings
AUSTRIA,2016,Q4,R0750,Provisions other than technical provisions,26940,Non-Life undertakings
AUSTRIA,2016,Q4,R0750,Provisions other than technical provisions,58366,Other undertakings
AUSTRIA,2016,Q4,R0760,Pension benefit obligations,951,Life undertakings
AUSTRIA,2016,Q4,R0760,Pension benefit obligations,119639,Non-Life undertakings
AUSTRIA,2016,Q4,R0760,Pension benefit obligations,114846,Other undertakings
AUSTRIA,2016,Q4,R0770,Deposits from reinsurers,10534,Life undertakings
AUSTRIA,2016,Q4,R0770,Deposits from reinsurers,20655,Non-Life undertakings
AUSTRIA,2016,Q4,R0770,Deposits from reinsurers,124446,Other undertakings
AUSTRIA,2016,Q4,R0780,Deferred tax liabilities,5953,Life undertakings
AUSTRIA,2016,Q4,R0780,Deferred tax liabilities,36548,Non-Life undertakings
AUSTRIA,2016,Q4,R0780,Deferred tax liabilities,353849,Other undertakings
AUSTRIA,2016,Q4,R0790,Derivatives,4258,Life undertakings
AUSTRIA,2016,Q4,R0790,Derivatives,367,Non-Life undertakings
AUSTRIA,2016,Q4,R0790,Derivatives,2930,Other undertakings
AUSTRIA,2016,Q4,R0800,Debts owed to credit institutions,2805,Life undertakings
AUSTRIA,2016,Q4,R0800,Debts owed to credit institutions,651,Non-Life undertakings
AUSTRIA,2016,Q4,R0800,Debts owed to credit institutions,12068,Other undertakings
AUSTRIA,2016,Q4,R0810,Financial liabilities other than debts owed to credit institutions,3570,Life undertakings
AUSTRIA,2016,Q4,R0810,Financial liabilities other than debts owed to credit institutions,37520,Non-Life undertakings
AUSTRIA,2016,Q4,R0810,Financial liabilities other than debts owed to credit institutions,17591,Other undertakings
AUSTRIA,2016,Q4,R0820,Insurance & intermediaries payables,4295,Life undertakings
AUSTRIA,2016,Q4,R0820,Insurance & intermediaries payables,11213,Non-Life undertakings
AUSTRIA,2016,Q4,R0820,Insurance & intermediaries payables,69722,Other undertakings
AUSTRIA,2016,Q4,R0830,Reinsurance payables,1218,Life undertakings
AUSTRIA,2016,Q4,R0830,Reinsurance payables,6723,Non-Life undertakings
AUSTRIA,2016,Q4,R0830,Reinsurance payables,41458,Other undertakings
AUSTRIA,2016,Q4,R0840,"Payables (trade, not insurance)",1594,Life undertakings
AUSTRIA,2016,Q4,R0840,"Payables (trade, not insurance)",84129,Non-Life undertakings
AUSTRIA,2016,Q4,R0840,"Payables (trade, not insurance)",83432,Other undertakings
AUSTRIA,2016,Q4,R0850,Subordinated liabilities,3668,Life undertakings
AUSTRIA,2016,Q4,R0850,Subordinated liabilities,230705,Non-Life undertakings
AUSTRIA,2016,Q4,R0850,Subordinated liabilities,104108,Other undertakings
AUSTRIA,2016,Q4,R0880,"Any other liabilities, not elsewhere shown",4299,Life undertakings
AUSTRIA,2016,Q4,R0880,"Any other liabilities, not elsewhere shown",12605,Non-Life undertakings
AUSTRIA,2016,Q4,R0880,"Any other liabilities, not elsewhere shown",24944,Other undertakings
AUSTRIA,2017,Q1,R0510,Technical provisions – non-life,0,Life undertakings
AUSTRIA,2017,Q1,R0510,Technical provisions – non-life,322717,Non-Life undertakings
AUSTRIA,2017,Q1,R0510,Technical provisions – non-life,629419,Other undertakings
AUSTRIA,2017,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),627126,Life undertakings
AUSTRIA,2017,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),78741,Non-Life undertakings
AUSTRIA,2017,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),5446915,Other undertakings
AUSTRIA,2017,Q1,R0690,Technical provisions – index-linked and unit-linked,350661,Life undertakings
AUSTRIA,2017,Q1,R0690,Technical provisions – index-linked and unit-linked,3930,Non-Life undertakings
AUSTRIA,2017,Q1,R0690,Technical provisions – index-linked and unit-linked,1398176,Other undertakings
AUSTRIA,2017,Q1,R0740,Contingent liabilities,0,Life undertakings
AUSTRIA,2017,Q1,R0740,Contingent liabilities,1997,Non-Life undertakings
AUSTRIA,2017,Q1,R0740,Contingent liabilities,507,Other undertakings
AUSTRIA,2017,Q1,R0750,Provisions other than technical provisions,2516,Life undertakings
AUSTRIA,2017,Q1,R0750,Provisions other than technical provisions,24096,Non-Life undertakings
AUSTRIA,2017,Q1,R0750,Provisions other than technical provisions,50532,Other undertakings
AUSTRIA,2017,Q1,R0760,Pension benefit obligations,973,Life undertakings
AUSTRIA,2017,Q1,R0760,Pension benefit obligations,119834,Non-Life undertakings
AUSTRIA,2017,Q1,R0760,Pension benefit obligations,114394,Other undertakings
AUSTRIA,2017,Q1,R0770,Deposits from reinsurers,10720,Life undertakings
AUSTRIA,2017,Q1,R0770,Deposits from reinsurers,22682,Non-Life undertakings
AUSTRIA,2017,Q1,R0770,Deposits from reinsurers,129487,Other undertakings
AUSTRIA,2017,Q1,R0780,Deferred tax liabilities,6309,Life undertakings
AUSTRIA,2017,Q1,R0780,Deferred tax liabilities,36892,Non-Life undertakings
AUSTRIA,2017,Q1,R0780,Deferred tax liabilities,364670,Other undertakings
AUSTRIA,2017,Q1,R0790,Derivatives,3413,Life undertakings
AUSTRIA,2017,Q1,R0790,Derivatives,81,Non-Life undertakings
AUSTRIA,2017,Q1,R0790,Derivatives,3032,Other undertakings
AUSTRIA,2017,Q1,R0800,Debts owed to credit institutions,1647,Life undertakings
AUSTRIA,2017,Q1,R0800,Debts owed to credit institutions,650,Non-Life undertakings
AUSTRIA,2017,Q1,R0800,Debts owed to credit institutions,10548,Other undertakings
AUSTRIA,2017,Q1,R0810,Financial liabilities other than debts owed to credit institutions,3898,Life undertakings
AUSTRIA,2017,Q1,R0810,Financial liabilities other than debts owed to credit institutions,21500,Non-Life undertakings
AUSTRIA,2017,Q1,R0810,Financial liabilities other than debts owed to credit institutions,19231,Other undertakings
AUSTRIA,2017,Q1,R0820,Insurance & intermediaries payables,4001,Life undertakings
AUSTRIA,2017,Q1,R0820,Insurance & intermediaries payables,12758,Non-Life undertakings
AUSTRIA,2017,Q1,R0820,Insurance & intermediaries payables,51066,Other undertakings
AUSTRIA,2017,Q1,R0830,Reinsurance payables,146,Life undertakings
AUSTRIA,2017,Q1,R0830,Reinsurance payables,7994,Non-Life undertakings
AUSTRIA,2017,Q1,R0830,Reinsurance payables,49498,Other undertakings
AUSTRIA,2017,Q1,R0840,"Payables (trade, not insurance)",1947,Life undertakings
AUSTRIA,2017,Q1,R0840,"Payables (trade, not insurance)",91672,Non-Life undertakings
AUSTRIA,2017,Q1,R0840,"Payables (trade, not insurance)",114995,Other undertakings
AUSTRIA,2017,Q1,R0850,Subordinated liabilities,3675,Life undertakings
AUSTRIA,2017,Q1,R0850,Subordinated liabilities,208421,Non-Life undertakings
AUSTRIA,2017,Q1,R0850,Subordinated liabilities,103574,Other undertakings
AUSTRIA,2017,Q1,R0880,"Any other liabilities, not elsewhere shown",3566,Life undertakings
AUSTRIA,2017,Q1,R0880,"Any other liabilities, not elsewhere shown",10833,Non-Life undertakings
AUSTRIA,2017,Q1,R0880,"Any other liabilities, not elsewhere shown",22355,Other undertakings
AUSTRIA,2017,Q2,R0510,Technical provisions – non-life,0,Life undertakings
AUSTRIA,2017,Q2,R0510,Technical provisions – non-life,336786,Non-Life undertakings
AUSTRIA,2017,Q2,R0510,Technical provisions – non-life,632746,Other undertakings
AUSTRIA,2017,Q2,R0600,Technical provisions - life (excluding index-linked and unit-linked),621228,Life undertakings
AUSTRIA,2017,Q2,R0600,Technical provisions - life (excluding index-linked and unit-linked),74334,Non-Life undertakings
AUSTRIA,2017,Q2,R0600,Technical provisions - life (excluding index-linked and unit-linked),5369515,Other undertakings
AUSTRIA,2017,Q2,R0690,Technical provisions – index-linked and unit-linked,346410,Life undertakings
AUSTRIA,2017,Q2,R0690,Technical provisions – index-linked and unit-linked,3825,Non-Life undertakings
AUSTRIA,2017,Q2,R0690,Technical provisions – index-linked and unit-linked,1415188,Other undertakings
AUSTRIA,2017,Q2,R0740,Contingent liabilities,0,Life undertakings
AUSTRIA,2017,Q2,R0740,Contingent liabilities,2005,Non-Life undertakings
AUSTRIA,2017,Q2,R0740,Contingent liabilities,509,Other undertakings
AUSTRIA,2017,Q2,R0750,Provisions other than technical provisions,2525,Life undertakings
AUSTRIA,2017,Q2,R0750,Provisions other than technical provisions,23299,Non-Life undertakings
AUSTRIA,2017,Q2,R0750,Provisions other than technical provisions,47659,Other undertakings
AUSTRIA,2017,Q2,R0760,Pension benefit obligations,972,Life undertakings
AUSTRIA,2017,Q2,R0760,Pension benefit obligations,118291,Non-Life undertakings
AUSTRIA,2017,Q2,R0760,Pension benefit obligations,114102,Other undertakings
AUSTRIA,2017,Q2,R0770,Deposits from reinsurers,10734,Life undertakings
AUSTRIA,2017,Q2,R0770,Deposits from reinsurers,22306,Non-Life undertakings
AUSTRIA,2017,Q2,R0770,Deposits from reinsurers,127968,Other undertakings
AUSTRIA,2017,Q2,R0780,Deferred tax liabilities,7072,Life undertakings
AUSTRIA,2017,Q2,R0780,Deferred tax liabilities,38263,Non-Life undertakings
AUSTRIA,2017,Q2,R0780,Deferred tax liabilities,371097,Other undertakings
AUSTRIA,2017,Q2,R0790,Derivatives,1848,Life undertakings
AUSTRIA,2017,Q2,R0790,Derivatives,71,Non-Life undertakings
AUSTRIA,2017,Q2,R0790,Derivatives,2471,Other undertakings
AUSTRIA,2017,Q2,R0800,Debts owed to credit institutions,582,Life undertakings
AUSTRIA,2017,Q2,R0800,Debts owed to credit institutions,551,Non-Life undertakings
AUSTRIA,2017,Q2,R0800,Debts owed to credit institutions,13244,Other undertakings
AUSTRIA,2017,Q2,R0810,Financial liabilities other than debts owed to credit institutions,1996,Life undertakings
AUSTRIA,2017,Q2,R0810,Financial liabilities other than debts owed to credit institutions,25795,Non-Life undertakings
AUSTRIA,2017,Q2,R0810,Financial liabilities other than debts owed to credit institutions,19294,Other undertakings
AUSTRIA,2017,Q2,R0820,Insurance & intermediaries payables,3947,Life undertakings
AUSTRIA,2017,Q2,R0820,Insurance & intermediaries payables,13392,Non-Life undertakings
AUSTRIA,2017,Q2,R0820,Insurance & intermediaries payables,50560,Other undertakings
AUSTRIA,2017,Q2,R0830,Reinsurance payables,277,Life undertakings
AUSTRIA,2017,Q2,R0830,Reinsurance payables,7498,Non-Life undertakings
AUSTRIA,2017,Q2,R0830,Reinsurance payables,52001,Other undertakings
AUSTRIA,2017,Q2,R0840,"Payables (trade, not insurance)",2008,Life undertakings
AUSTRIA,2017,Q2,R0840,"Payables (trade, not insurance)",88998,Non-Life undertakings
AUSTRIA,2017,Q2,R0840,"Payables (trade, not insurance)",131032,Other undertakings
AUSTRIA,2017,Q2,R0850,Subordinated liabilities,3670,Life undertakings
AUSTRIA,2017,Q2,R0850,Subordinated liabilities,232200,Non-Life undertakings
AUSTRIA,2017,Q2,R0850,Subordinated liabilities,147935,Other undertakings
AUSTRIA,2017,Q2,R0880,"Any other liabilities, not elsewhere shown",3650,Life undertakings
AUSTRIA,2017,Q2,R0880,"Any other liabilities, not elsewhere shown",12177,Non-Life undertakings
AUSTRIA,2017,Q2,R0880,"Any other liabilities, not elsewhere shown",17075,Other undertakings
AUSTRIA,2017,Q3,R0510,Technical provisions – non-life,0,Life undertakings
AUSTRIA,2017,Q3,R0510,Technical provisions – non-life,333256,Non-Life undertakings
AUSTRIA,2017,Q3,R0510,Technical provisions – non-life,625278,Other undertakings
AUSTRIA,2017,Q3,R0600,Technical provisions - life (excluding index-linked and unit-linked),622400,Life undertakings
AUSTRIA,2017,Q3,R0600,Technical provisions - life (excluding index-linked and unit-linked),76402,Non-Life undertakings
AUSTRIA,2017,Q3,R0600,Technical provisions - life (excluding index-linked and unit-linked),5352087,Other undertakings
AUSTRIA,2017,Q3,R0690,Technical provisions – index-linked and unit-linked,344507,Life undertakings
AUSTRIA,2017,Q3,R0690,Technical provisions – index-linked and unit-linked,4149,Non-Life undertakings
AUSTRIA,2017,Q3,R0690,Technical provisions – index-linked and unit-linked,1419726,Other undertakings
AUSTRIA,2017,Q3,R0740,Contingent liabilities,0,Life undertakings
AUSTRIA,2017,Q3,R0740,Contingent liabilities,2008,Non-Life undertakings
AUSTRIA,2017,Q3,R0740,Contingent liabilities,528,Other undertakings
AUSTRIA,2017,Q3,R0750,Provisions other than technical provisions,2682,Life undertakings
AUSTRIA,2017,Q3,R0750,Provisions other than technical provisions,23528,Non-Life undertakings
AUSTRIA,2017,Q3,R0750,Provisions other than technical provisions,49208,Other undertakings
AUSTRIA,2017,Q3,R0760,Pension benefit obligations,962,Life undertakings
AUSTRIA,2017,Q3,R0760,Pension benefit obligations,91481,Non-Life undertakings
AUSTRIA,2017,Q3,R0760,Pension benefit obligations,137876,Other undertakings
AUSTRIA,2017,Q3,R0770,Deposits from reinsurers,10669,Life undertakings
AUSTRIA,2017,Q3,R0770,Deposits from reinsurers,22329,Non-Life undertakings
AUSTRIA,2017,Q3,R0770,Deposits from reinsurers,126744,Other undertakings
AUSTRIA,2017,Q3,R0780,Deferred tax liabilities,7557,Life undertakings
AUSTRIA,2017,Q3,R0780,Deferred tax liabilities,37552,Non-Life undertakings
AUSTRIA,2017,Q3,R0780,Deferred tax liabilities,385156,Other undertakings
AUSTRIA,2017,Q3,R0790,Derivatives,1298,Life undertakings
AUSTRIA,2017,Q3,R0790,Derivatives,106,Non-Life undertakings
AUSTRIA,2017,Q3,R0790,Derivatives,2273,Other undertakings
AUSTRIA,2017,Q3,R0800,Debts owed to credit institutions,0,Life undertakings
AUSTRIA,2017,Q3,R0800,Debts owed to credit institutions,520,Non-Life undertakings
AUSTRIA,2017,Q3,R0800,Debts owed to credit institutions,8860,Other undertakings
AUSTRIA,2017,Q3,R0810,Financial liabilities other than debts owed to credit institutions,3080,Life undertakings
AUSTRIA,2017,Q3,R0810,Financial liabilities other than debts owed to credit institutions,26116,Non-Life undertakings
AUSTRIA,2017,Q3,R0810,Financial liabilities other than debts owed to credit institutions,18891,Other undertakings
AUSTRIA,2017,Q3,R0820,Insurance & intermediaries payables,3774,Life undertakings
AUSTRIA,2017,Q3,R0820,Insurance & intermediaries payables,9945,Non-Life undertakings
AUSTRIA,2017,Q3,R0820,Insurance & intermediaries payables,43419,Other undertakings
AUSTRIA,2017,Q3,R0830,Reinsurance payables,450,Life undertakings
AUSTRIA,2017,Q3,R0830,Reinsurance payables,8320,Non-Life undertakings
AUSTRIA,2017,Q3,R0830,Reinsurance payables,51281,Other undertakings
AUSTRIA,2017,Q3,R0840,"Payables (trade, not insurance)",1757,Life undertakings
AUSTRIA,2017,Q3,R0840,"Payables (trade, not insurance)",92569,Non-Life undertakings
AUSTRIA,2017,Q3,R0840,"Payables (trade, not insurance)",102773,Other undertakings
AUSTRIA,2017,Q3,R0850,Subordinated liabilities,3627,Life undertakings
AUSTRIA,2017,Q3,R0850,Subordinated liabilities,229293,Non-Life undertakings
AUSTRIA,2017,Q3,R0850,Subordinated liabilities,150126,Other undertakings
AUSTRIA,2017,Q3,R0880,"Any other liabilities, not elsewhere shown",2804,Life undertakings
AUSTRIA,2017,Q3,R0880,"Any other liabilities, not elsewhere shown",9918,Non-Life undertakings
AUSTRIA,2017,Q3,R0880,"Any other liabilities, not elsewhere shown",17377,Other undertakings
AUSTRIA,2017,Q4,R0510,Technical provisions – non-life,0,Life undertakings
AUSTRIA,2017,Q4,R0510,Technical provisions – non-life,236985,Non-Life undertakings
AUSTRIA,2017,Q4,R0510,Technical provisions – non-life,604037,Other undertakings
AUSTRIA,2017,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),627828,Life undertakings
AUSTRIA,2017,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),29336,Non-Life undertakings
AUSTRIA,2017,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),5374828,Other undertakings
AUSTRIA,2017,Q4,R0690,Technical provisions – index-linked and unit-linked,347735,Life undertakings
AUSTRIA,2017,Q4,R0690,Technical provisions – index-linked and unit-linked,4061,Non-Life undertakings
AUSTRIA,2017,Q4,R0690,Technical provisions – index-linked and unit-linked,1442508,Other undertakings
AUSTRIA,2017,Q4,R0740,Contingent liabilities,0,Life undertakings
AUSTRIA,2017,Q4,R0740,Contingent liabilities,113,Non-Life undertakings
AUSTRIA,2017,Q4,R0740,Contingent liabilities,2453,Other undertakings
AUSTRIA,2017,Q4,R0750,Provisions other than technical provisions,2850,Life undertakings
AUSTRIA,2017,Q4,R0750,Provisions other than technical provisions,16273,Non-Life undertakings
AUSTRIA,2017,Q4,R0750,Provisions other than technical provisions,63299,Other undertakings
AUSTRIA,2017,Q4,R0760,Pension benefit obligations,942,Life undertakings
AUSTRIA,2017,Q4,R0760,Pension benefit obligations,20672,Non-Life undertakings
AUSTRIA,2017,Q4,R0760,Pension benefit obligations,206701,Other undertakings
AUSTRIA,2017,Q4,R0770,Deposits from reinsurers,10955,Life undertakings
AUSTRIA,2017,Q4,R0770,Deposits from reinsurers,9153,Non-Life undertakings
AUSTRIA,2017,Q4,R0770,Deposits from reinsurers,126490,Other undertakings
AUSTRIA,2017,Q4,R0780,Deferred tax liabilities,6759,Life undertakings
AUSTRIA,2017,Q4,R0780,Deferred tax liabilities,35324,Non-Life undertakings
AUSTRIA,2017,Q4,R0780,Deferred tax liabilities,394190,Other undertakings
AUSTRIA,2017,Q4,R0790,Derivatives,1365,Life undertakings
AUSTRIA,2017,Q4,R0790,Derivatives,12,Non-Life undertakings
AUSTRIA,2017,Q4,R0790,Derivatives,2161,Other undertakings
AUSTRIA,2017,Q4,R0800,Debts owed to credit institutions,0,Life undertakings
AUSTRIA,2017,Q4,R0800,Debts owed to credit institutions,391,Non-Life undertakings
AUSTRIA,2017,Q4,R0800,Debts owed to credit institutions,8822,Other undertakings
AUSTRIA,2017,Q4,R0810,Financial liabilities other than debts owed to credit institutions,4130,Life undertakings
AUSTRIA,2017,Q4,R0810,Financial liabilities other than debts owed to credit institutions,4210,Non-Life undertakings
AUSTRIA,2017,Q4,R0810,Financial liabilities other than debts owed to credit institutions,42000,Other undertakings
AUSTRIA,2017,Q4,R0820,Insurance & intermediaries payables,4905,Life undertakings
AUSTRIA,2017,Q4,R0820,Insurance & intermediaries payables,11381,Non-Life undertakings
AUSTRIA,2017,Q4,R0820,Insurance & intermediaries payables,57477,Other undertakings
AUSTRIA,2017,Q4,R0830,Reinsurance payables,579,Life undertakings
AUSTRIA,2017,Q4,R0830,Reinsurance payables,3929,Non-Life undertakings
AUSTRIA,2017,Q4,R0830,Reinsurance payables,9291,Other undertakings
AUSTRIA,2017,Q4,R0840,"Payables (trade, not insurance)",3108,Life undertakings
AUSTRIA,2017,Q4,R0840,"Payables (trade, not insurance)",49642,Non-Life undertakings
AUSTRIA,2017,Q4,R0840,"Payables (trade, not insurance)",106829,Other undertakings
AUSTRIA,2017,Q4,R0850,Subordinated liabilities,3617,Life undertakings
AUSTRIA,2017,Q4,R0850,Subordinated liabilities,139001,Non-Life undertakings
AUSTRIA,2017,Q4,R0850,Subordinated liabilities,242823,Other undertakings
AUSTRIA,2017,Q4,R0880,"Any other liabilities, not elsewhere shown",5421,Life undertakings
AUSTRIA,2017,Q4,R0880,"Any other liabilities, not elsewhere shown",9671,Non-Life undertakings
AUSTRIA,2017,Q4,R0880,"Any other liabilities, not elsewhere shown",13269,Other undertakings
AUSTRIA,2018,Q1,R0510,Technical provisions – non-life,0,Life undertakings
AUSTRIA,2018,Q1,R0510,Technical provisions – non-life,252751,Non-Life undertakings
AUSTRIA,2018,Q1,R0510,Technical provisions – non-life,646417,Other undertakings
AUSTRIA,2018,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),626930,Life undertakings
AUSTRIA,2018,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),26702,Non-Life undertakings
AUSTRIA,2018,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),5342797,Other undertakings
AUSTRIA,2018,Q1,R0690,Technical provisions – index-linked and unit-linked,334390,Life undertakings
AUSTRIA,2018,Q1,R0690,Technical provisions – index-linked and unit-linked,4244,Non-Life undertakings
AUSTRIA,2018,Q1,R0690,Technical provisions – index-linked and unit-linked,1422050,Other undertakings
AUSTRIA,2018,Q1,R0740,Contingent liabilities,0,Life undertakings
AUSTRIA,2018,Q1,R0740,Contingent liabilities,113,Non-Life undertakings
AUSTRIA,2018,Q1,R0740,Contingent liabilities,59,Other undertakings
AUSTRIA,2018,Q1,R0750,Provisions other than technical provisions,2498,Life undertakings
AUSTRIA,2018,Q1,R0750,Provisions other than technical provisions,19771,Non-Life undertakings
AUSTRIA,2018,Q1,R0750,Provisions other than technical provisions,57482,Other undertakings
AUSTRIA,2018,Q1,R0760,Pension benefit obligations,949,Life undertakings
AUSTRIA,2018,Q1,R0760,Pension benefit obligations,20669,Non-Life undertakings
AUSTRIA,2018,Q1,R0760,Pension benefit obligations,205916,Other undertakings
AUSTRIA,2018,Q1,R0770,Deposits from reinsurers,8881,Life undertakings
AUSTRIA,2018,Q1,R0770,Deposits from reinsurers,10556,Non-Life undertakings
AUSTRIA,2018,Q1,R0770,Deposits from reinsurers,133042,Other undertakings
AUSTRIA,2018,Q1,R0780,Deferred tax liabilities,6436,Life undertakings
AUSTRIA,2018,Q1,R0780,Deferred tax liabilities,37619,Non-Life undertakings
AUSTRIA,2018,Q1,R0780,Deferred tax liabilities,387017,Other undertakings
AUSTRIA,2018,Q1,R0790,Derivatives,1146,Life undertakings
AUSTRIA,2018,Q1,R0790,Derivatives,59,Non-Life undertakings
AUSTRIA,2018,Q1,R0790,Derivatives,1785,Other undertakings
AUSTRIA,2018,Q1,R0800,Debts owed to credit institutions,0,Life undertakings
AUSTRIA,2018,Q1,R0800,Debts owed to credit institutions,394,Non-Life undertakings
AUSTRIA,2018,Q1,R0800,Debts owed to credit institutions,8653,Other undertakings
AUSTRIA,2018,Q1,R0810,Financial liabilities other than debts owed to credit institutions,3304,Life undertakings
AUSTRIA,2018,Q1,R0810,Financial liabilities other than debts owed to credit institutions,3935,Non-Life undertakings
AUSTRIA,2018,Q1,R0810,Financial liabilities other than debts owed to credit institutions,43474,Other undertakings
AUSTRIA,2018,Q1,R0820,Insurance & intermediaries payables,3921,Life undertakings
AUSTRIA,2018,Q1,R0820,Insurance & intermediaries payables,11558,Non-Life undertakings
AUSTRIA,2018,Q1,R0820,Insurance & intermediaries payables,50956,Other undertakings
AUSTRIA,2018,Q1,R0830,Reinsurance payables,98,Life undertakings
